Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
24-May-2022,8.18,8.25,8.11,8.19,8.178335155036529943,17383,311,142164.00,16028,92.20,0.14,0.01
23-May-2022,8.12,8.49,8.12,8.18,8.216849421774821738,33378,489,274262.00,28266,84.68,0.37,0.06
20-May-2022,8.19,8.50,8.10,8.25,8.201351117730760535,75197,490,616717.00,57085,75.91,0.40,0.06
19-May-2022,8.26,8.40,8.01,8.16,8.147944986086364637,49951,481,406998.00,30678,61.42,0.39,-0.10
18-May-2022,8.40,8.40,8.02,8.26,8.242255823457294646,36705,567,302532.00,25563,69.64,0.38,-0.14
17-May-2022,8.11,8.25,7.95,8.20,8.107918149466192170,44960,697,364532.00,31679,70.46,0.30,0.09
16-May-2022,8.49,8.49,7.93,8.11,8.116419169252085906,33199,590,269457.00,23586,71.04,0.56,-0.38
13-May-2022,7.78,8.50,7.71,8.01,8.004529798257547251,69098,764,553097.00,53934,78.05,0.79,0.23
12-May-2022,8.14,8.14,7.40,7.69,7.813267297834692351,109638,734,856631.00,99573,90.82,0.74,-0.45
11-May-2022,8.60,8.60,8.10,8.14,8.183142682758756472,50791,565,415630.00,46909,92.36,0.50,-0.46
10-May-2022,8.30,8.45,8.30,8.40,8.407002662373846820,32302,498,271563.00,29096,90.07,0.15,0.10
9-May-2022,8.45,8.45,8.10,8.27,8.272749466968311062,61441,686,508286.00,52255,85.05,0.35,-0.18
6-May-2022,8.54,8.64,8.11,8.27,8.299332344213649851,80880,701,671250.00,62258,76.98,0.53,-0.27
5-May-2022,8.65,8.74,8.51,8.54,8.571968720460599810,23274,513,199504.00,18368,78.92,0.23,-0.11
4-May-2022,8.75,8.90,8.52,8.60,8.652641177620009118,30706,642,265688.00,25839,84.15,0.38,-0.15
2-May-2022,8.73,8.73,8.40,8.54,8.552237575890772231,36401,635,311310.00,30594,84.05,0.33,-0.19
29-April-2022,8.89,8.89,8.52,8.54,8.594288103906326871,40652,650,349375.00,32919,80.98,0.37,-0.35
28-April-2022,8.62,8.80,8.52,8.73,8.644211238997968855,38402,620,331955.00,31945,83.19,0.28,0.11
27-April-2022,8.64,8.69,8.50,8.56,8.570397111913357400,30747,526,263514.00,28313,92.08,0.19,-0.08
26-April-2022,8.87,8.87,8.40,8.60,8.616172002804393549,42790,589,368686.00,31509,73.64,0.47,-0.27
25-April-2022,8.98,8.98,8.51,8.71,8.715829978987873724,39501,667,344284.00,29419,74.48,0.47,-0.27
22-April-2022,8.75,8.75,8.26,8.72,8.704815252582352638,38918,583,338774.00,30181,77.55,0.49,-0.03
21-April-2022,8.69,8.85,8.69,8.73,8.783744207599629286,53950,556,473883.00,40967,75.94,0.16,0.04
20-April-2022,8.85,8.85,8.62,8.69,8.782311159355310663,42377,645,372168.00,35138,82.92,0.23,-0.16
19-April-2022,8.78,8.90,8.61,8.80,8.788256174680825677,67048,778,589235.00,47888,71.42,0.29,0.02
18-April-2022,9.10,9.10,8.76,8.78,8.826326273851960578,57228,761,505113.00,50666,88.53,0.34,-0.32
13-April-2022,9.22,9.22,8.56,8.90,8.908444915815988333,75430,729,671964.00,52530,69.64,0.66,-0.32
12-April-2022,9.24,9.24,8.91,9.02,8.997907009411434190,71190,651,640561.00,57259,80.43,0.33,-0.22
11-April-2022,9.23,9.23,9.06,9.08,9.106879048448804878,52798,628,480825.00,45158,85.53,0.17,-0.15
8-April-2022,9.05,9.34,8.92,9.05,9.087809036658141517,57477,555,522340.00,42500,73.94,0.42,0.00
7-April-2022,9.30,9.38,9.00,9.05,9.187271886084408574,116718,835,1072320.00,95272,81.63,0.38,-0.25
6-April-2022,8.79,9.35,8.78,9.12,9.040112479883625700,174609,825,1578485.00,156409,89.58,0.57,0.33
5-April-2022,8.80,8.80,8.68,8.78,8.767456525893369004,52330,606,458801.00,47265,90.32,0.12,-0.02
4-April-2022,8.75,8.75,8.50,8.68,8.688445566915175210,82358,738,715563.00,74023,89.88,0.25,-0.07
1-April-2022,8.40,8.67,8.40,8.56,8.518843435083001637,75119,554,639927.00,49268,65.59,0.27,0.16
31-March-2022,8.70,8.70,8.32,8.41,8.458733284959054628,96470,573,816014.00,66379,68.81,0.38,-0.29
30-March-2022,8.12,8.70,8.12,8.49,8.474446960459850200,57410,632,486518.00,39783,69.30,0.58,0.37
29-March-2022,8.70,8.74,8.30,8.41,8.510508389294215547,103346,651,879527.00,78411,75.87,0.44,-0.29
28-March-2022,8.90,8.90,8.45,8.52,8.574371696688598856,83439,679,715437.00,70290,84.24,0.45,-0.38
25-March-2022,8.90,8.90,8.62,8.70,8.677179283840663697,32786,476,284490.00,28337,86.43,0.28,-0.20
24-March-2022,8.60,8.88,8.60,8.71,8.742074760938858301,34510,473,301689.00,25345,73.44,0.28,0.11
23-March-2022,8.70,8.90,8.61,8.67,8.730210958648371137,42852,554,374107.00,37247,86.92,0.29,-0.03
22-March-2022,8.94,8.94,8.69,8.71,8.768679307800051207,66397,590,582214.00,64018,96.42,0.25,-0.23
21-March-2022,8.90,8.98,8.73,8.83,8.847392693732297189,55076,631,487279.00,46757,84.90,0.25,-0.07
17-March-2022,8.90,8.90,8.71,8.83,8.856437844566957140,67476,528,597597.00,54822,81.25,0.19,-0.07
16-March-2022,8.93,8.93,8.81,8.86,8.876466416776415763,49355,438,438098.00,46311,93.83,0.12,-0.07
15-March-2022,8.98,8.99,8.80,8.83,8.928141809845888467,88118,586,786730.00,73119,82.98,0.19,-0.15
14-March-2022,8.98,9.00,8.81,8.86,8.898221725042431723,51848,700,461355.00,43935,84.74,0.19,-0.12
